0	0.361604	
1	0.0499882	
2	0.00779257	
3	0.0152138	
4	0.0233568	
5	-0.0335266	
6	0.0142718	
7	0.0559496	
8	-0.0299953	
9	0.016437	
10	-0.00964378	
11	-0.00568834	
12	-0.0253673	
13	-0.0305132	
14	-0.0579109	
15	-0.0508811	
16	-0.0557457	
17	-0.0157153	
18	0.00537434	
19	0.00890566	
20	-0.0144593	
21	0.0271083	
22	-0.0150873	
23	0.017065	
24	0.0303867	
25	-0.0140516	
26	-0.00702169	
27	-0.00250378	
28	0.0137539	
29	0.0251306	
30	-0.0363972	
31	-0.0143819	
32	-0.012184	
33	-0.012812	
34	-0.0352513	
35	0.0242214	
36	0.00204689	
37	-0.0116051	
38	-0.018321	
39	-0.0174728	
40	-0.0129385	
41	0.0395208	
42	0.00385351	
43	-0.0054517	
44	0.0315653	
45	-0.0538617	
46	-0.0381383	
47	0.0172853	
48	-0.0123878	
49	0.00663033	
50	0.0210651	
51	0.00433861	
52	-0.00929702	
53	-0.00223438	
54	-0.0240621	
55	-0.0318629	
56	-0.0115724	
57	0.0248166	
58	0.0172689	
59	0.0182109	
60	-0.00805742	
61	-0.035802	
62	0.00896664	
63	0.0319566	
64	-0.0277363	
65	0.00826129	
66	-0.00629995	
67	-0.000933798	
68	0.0309209	
69	0.034232	
70	0.0392068	
71	-0.00488924	
72	0.00600234	
73	0.0065202	
74	0.0458289	
75	0.0218196	
76	0.0408705	
77	0.0132525	
78	0.0487158	
79	0.0367439	
80	0.00126418	
81	-0.0320668	
82	-0.00953366	
83	0.0152138	
84	0.0187779	
85	-0.0111646	
86	-0.014553	
87	-0.0302765	
88	-0.0385624	
89	-0.0202987	
90	-0.0481816	
91	0.00411836	
92	-0.032287	
93	0.0348272	
94	0.0130322	
95	0.0305295	
96	-0.0339507	
97	-0.00517047	
98	0.00537434	
99	0.00156179	
