0	0.362121	
1	0.732443	
2	0.879827	
3	0.944307	
4	0.97111	
5	0.972553	
6	0.983428	
7	0.981875	
8	0.979803	
9	0.978767	
10	0.97825	
11	0.976696	
12	0.981357	
13	0.984982	
14	0.983946	
15	0.983428	
16	0.978767	
17	0.981875	
18	0.986018	
19	0.984464	
20	0.983428	
21	0.980839	
22	0.978767	
23	0.981875	
24	0.980839	
25	0.981875	
26	0.982393	
27	0.977732	
28	0.975142	
29	0.979285	
30	0.976178	
31	0.980839	
32	0.976178	
33	0.97566	
34	0.979803	
35	0.976696	
36	0.979803	
37	0.983946	
38	0.977732	
39	0.976178	
40	0.980321	
41	0.981875	
42	0.974625	
43	0.980839	
44	0.986018	
45	0.98291	
46	0.982393	
47	0.97825	
48	0.97825	
49	0.975142	
50	0.97825	
51	0.979803	
52	0.977214	
53	0.980321	
54	0.97825	
55	0.976696	
56	0.977214	
57	0.977214	
58	0.979803	
59	0.980839	
60	0.978767	
61	0.981875	
62	0.97825	
63	0.980321	
64	0.988089	
65	0.983946	
66	0.982393	
67	0.97825	
68	0.976696	
69	0.974107	
70	0.976696	
71	0.978767	
72	0.982393	
73	0.983946	
74	0.983428	
75	0.981357	
76	0.978767	
77	0.980321	
78	0.983428	
79	0.97825	
80	0.979803	
81	0.983428	
82	0.977214	
83	0.97825	
84	0.977214	
85	0.976178	
86	0.980839	
87	0.97825	
88	0.984464	
89	0.977214	
90	0.978767	
91	0.979285	
92	0.978767	
93	0.977732	
94	0.984982	
95	0.979803	
96	0.980321	
97	0.976696	
98	0.979285	
99	0.97825	
