0	0.362121	
1	0.628683	
2	0.728422	
3	0.796324	
4	0.817524	
5	0.834393	
6	0.824867	
7	0.822592	
8	0.833561	
9	0.843197	
10	0.843197	
11	0.862358	
12	0.835021	
13	0.831082	
14	0.836982	
15	0.830972	
16	0.833357	
17	0.8434	
18	0.854276	
19	0.846822	
20	0.838222	
21	0.833247	
22	0.842883	
23	0.845582	
24	0.846304	
25	0.841957	
26	0.828382	
27	0.829214	
28	0.838332	
29	0.843197	
30	0.824867	
31	0.838536	
32	0.833043	
33	0.832007	
34	0.83874	
35	0.835021	
36	0.821964	
37	0.828696	
38	0.838646	
39	0.8434	
40	0.854276	
41	0.8434	
42	0.838222	
43	0.823	
44	0.838332	
45	0.8461	
46	0.838128	
47	0.851482	
48	0.85925	
49	0.834299	
50	0.819579	
51	0.836668	
52	0.832839	
53	0.830156	
54	0.830768	
55	0.829418	
56	0.838332	
57	0.82165	
58	0.832525	
59	0.853758	
60	0.837704	
61	0.839775	
62	0.845158	
63	0.836464	
64	0.850133	
65	0.85189	
66	0.847136	
67	0.85335	
68	0.851482	
69	0.836872	
70	0.835021	
71	0.835429	
72	0.828289	
73	0.839054	
74	0.83885	
75	0.834503	
76	0.839164	
77	0.840811	
78	0.844436	
79	0.828382	
80	0.839054	
81	0.849615	
82	0.843197	
83	0.836982	
84	0.831804	
85	0.8289	
86	0.821666	
87	0.834911	
88	0.849301	
89	0.84599	
90	0.828382	
91	0.840811	
92	0.835946	
93	0.830454	
94	0.84599	
95	0.827975	
96	0.821242	
97	0.8316	
98	0.839368	
99	0.840293	
