0	-0.0352514	0.0173672	0.00153327	-0.0284336	
1	-0.57034	0.177569	0.140973	-0.526396	
2	-0.776745	0.235207	0.230196	-0.713737	
3	-0.83834	0.263455	0.264522	-0.799384	
4	-0.870531	0.274024	0.281153	-0.818232	
5	-0.877302	0.272554	0.279378	-0.828739	
6	-0.882698	0.277397	0.281073	-0.832759	
7	-0.88335	0.276775	0.280442	-0.833376	
8	-0.883024	0.277086	0.280757	-0.836162	
9	-0.883024	0.277086	0.280757	-0.836162	
10	-0.883024	0.277086	0.280757	-0.836162	
11	-0.883024	0.277086	0.280757	-0.836162	
12	-0.883024	0.277086	0.280757	-0.836162	
13	-0.883024	0.277086	0.280757	-0.836162	
14	-0.883024	0.277086	0.280757	-0.836162	
15	-0.883024	0.277086	0.280757	-0.836162	
16	-0.883024	0.277086	0.280757	-0.836162	
17	-0.883024	0.277086	0.280757	-0.836162	
18	-0.883024	0.277086	0.280757	-0.836162	
19	-0.883024	0.277086	0.280757	-0.836162	
20	-0.883024	0.277086	0.280757	-0.836162	
21	-0.883024	0.277086	0.280757	-0.836162	
22	-0.883024	0.277086	0.280757	-0.836162	
23	-0.883024	0.277086	0.280757	-0.836162	
24	-0.883024	0.277086	0.280757	-0.836162	
25	-0.883024	0.277086	0.280757	-0.836162	
26	-0.883024	0.277086	0.280757	-0.836162	
27	-0.883024	0.277086	0.280757	-0.836162	
28	-0.883024	0.277086	0.280757	-0.836162	
29	-0.883024	0.277086	0.280757	-0.836162	
30	-0.883024	0.277086	0.280757	-0.836162	
31	-0.883024	0.277086	0.280757	-0.836162	
32	-0.883024	0.277086	0.280757	-0.836162	
33	-0.883024	0.277086	0.280757	-0.836162	
34	-0.883024	0.277086	0.280757	-0.836162	
35	-0.883024	0.277086	0.280757	-0.836162	
36	-0.883024	0.277086	0.280757	-0.836162	
37	-0.883024	0.277086	0.280757	-0.836162	
38	-0.883024	0.277086	0.280757	-0.836162	
39	-0.883024	0.277086	0.280757	-0.836162	
40	-0.883024	0.277086	0.280757	-0.836162	
41	-0.883024	0.277086	0.280757	-0.836162	
42	-0.883024	0.277086	0.280757	-0.836162	
43	-0.883024	0.277086	0.280757	-0.836162	
44	-0.883024	0.277086	0.280757	-0.836162	
45	-0.883024	0.277086	0.280757	-0.836162	
46	-0.883024	0.277086	0.280757	-0.836162	
47	-0.883024	0.277086	0.280757	-0.836162	
48	-0.883024	0.277086	0.280757	-0.836162	
49	-0.883024	0.277086	0.280757	-0.836162	
50	-0.883024	0.277086	0.280757	-0.836162	
51	-0.883024	0.277086	0.280757	-0.836162	
52	-0.883024	0.277086	0.280757	-0.836162	
53	-0.883024	0.277086	0.280757	-0.836162	
54	-0.883024	0.277086	0.280757	-0.836162	
55	-0.883024	0.277086	0.280757	-0.836162	
56	-0.883024	0.277086	0.280757	-0.836162	
57	-0.883024	0.277086	0.280757	-0.836162	
58	-0.883024	0.277086	0.280757	-0.836162	
59	-0.883024	0.277086	0.280757	-0.836162	
60	-0.883024	0.277086	0.280757	-0.836162	
61	-0.883024	0.277086	0.280757	-0.836162	
62	-0.883024	0.277086	0.280757	-0.836162	
63	-0.883024	0.277086	0.280757	-0.836162	
64	-0.883024	0.277086	0.280757	-0.836162	
65	-0.883024	0.277086	0.280757	-0.836162	
66	-0.883024	0.277086	0.280757	-0.836162	
67	-0.883024	0.277086	0.280757	-0.836162	
68	-0.883024	0.277086	0.280757	-0.836162	
69	-0.883024	0.277086	0.280757	-0.836162	
70	-0.883024	0.277086	0.280757	-0.836162	
71	-0.883024	0.277086	0.280757	-0.836162	
72	-0.883024	0.277086	0.280757	-0.836162	
73	-0.883024	0.277086	0.280757	-0.836162	
74	-0.883024	0.277086	0.280757	-0.836162	
75	-0.883024	0.277086	0.280757	-0.836162	
76	-0.883024	0.277086	0.280757	-0.836162	
77	-0.883024	0.277086	0.280757	-0.836162	
78	-0.883024	0.277086	0.280757	-0.836162	
79	-0.883024	0.277086	0.280757	-0.836162	
80	-0.883024	0.277086	0.280757	-0.836162	
81	-0.883024	0.277086	0.280757	-0.836162	
82	-0.883024	0.277086	0.280757	-0.836162	
83	-0.883024	0.277086	0.280757	-0.836162	
84	-0.883024	0.277086	0.280757	-0.836162	
85	-0.883024	0.277086	0.280757	-0.836162	
86	-0.883024	0.277086	0.280757	-0.836162	
87	-0.883024	0.277086	0.280757	-0.836162	
88	-0.883024	0.277086	0.280757	-0.836162	
89	-0.883024	0.277086	0.280757	-0.836162	
90	-0.883024	0.277086	0.280757	-0.836162	
91	-0.883024	0.277086	0.280757	-0.836162	
92	-0.883024	0.277086	0.280757	-0.836162	
93	-0.883024	0.277086	0.280757	-0.836162	
94	-0.883024	0.277086	0.280757	-0.836162	
95	-0.883024	0.277086	0.280757	-0.836162	
96	-0.883024	0.277086	0.280757	-0.836162	
97	-0.883024	0.277086	0.280757	-0.836162	
98	-0.883024	0.277086	0.280757	-0.836162	
99	-0.883024	0.277086	0.280757	-0.836162	
