1	1.00000	0.00000
2	1.00000	0.00000
3	0.73333	0.10057
4	0.66667	0.10721
5	0.66667	0.10721
6	0.63333	0.10960
7	0.53333	0.11346
8	0.56667	0.11270
9	0.70000	0.10422
10	0.66667	0.10721
11	0.76667	0.09619
12	0.86667	0.07731
13	0.80000	0.09097
14	1.00000	0.00000
15	0.90000	0.06823
16	0.83333	0.08476
17	0.93333	0.05673
18	0.90000	0.06823
19	0.90000	0.06823
20	0.80000	0.09097
21	0.96667	0.04082
22	0.90000	0.06823
23	0.90000	0.06823
24	0.63333	0.10960
25	0.83333	0.08476
26	0.53333	0.11346
27	0.80000	0.09097
28	0.73333	0.10057
29	0.70000	0.10422
30	0.63333	0.10960
31	0.43333	0.11270
32	0.66667	0.10721
33	0.30000	0.10422
34	0.33333	0.10721
35	0.46667	0.11346
36	0.40000	0.11142
37	0.13333	0.07731
38	0.33333	0.10721
39	0.40000	0.11142
40	0.46667	0.11346
41	0.10000	0.06823
42	0.10000	0.06823
43	0.20000	0.09097
44	0.20000	0.09097
45	0.26667	0.10057
46	0.06667	0.05673
47	0.10000	0.06823
48	0.10000	0.06823
49	0.00000	0.00000
50	0.00000	0.00000
